date,department,team,actual_productivity,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,perf_ratio
2015-01-13,sewing,8,0.850252525,0.8,25.9,1211.0,10260,60.0,0.0,0.0,0.0,57.0,1.0628
2015-01-13,sewing,9,0.850502311,0.8,26.16,1156.0,10620,75.0,0.0,0.0,0.0,59.0,1.0631
2015-01-13,sewing,10,0.35020649,0.35,22.4,715.0,10170,23.0,0.0,0.0,0.0,56.5,1.0006
2015-01-13,sewing,11,0.582301029,0.7,27.13,530.0,9540,37.0,0.0,0.0,0.0,53.0,0.8319
2015-01-13,sewing,12,0.800246753,0.8,11.61,1063.0,5670,50.0,0.0,0.0,0.0,31.5,1.0003
2015-01-14,finishing,1,0.891723485,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.1147
2015-01-14,finishing,2,0.247316017,0.8,3.94,1039.0,1260,0.0,0.0,0.0,0.0,8.0,0.3091
2015-01-14,finishing,3,0.820833333,0.8,4.15,1039.0,1440,0.0,0.0,0.0,0.0,7.0,1.026
2015-01-14,finishing,4,0.908080808,0.35,4.3,1039.0,2700,0.0,0.0,0.0,0.0,8.0,2.5945
2015-01-14,finishing,5,0.864583333,0.65,4.15,1039.0,1440,0.0,0.0,0.0,0.0,15.0,1.3301
2015-01-14,finishing,7,0.837594697,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.047
2015-01-14,finishing,8,0.667329545,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.8342
2015-01-14,finishing,9,0.858143939,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.0727
2015-01-14,finishing,10,0.332359307,0.8,3.94,1039.0,1260,0.0,0.0,0.0,0.0,8.0,0.4154
2015-01-14,finishing,11,0.934607438,0.8,4.15,1039.0,1980,0.0,0.0,0.0,0.0,7.0,1.1683
2015-01-14,sewing,1,0.800117103,0.8,26.16,1092.0,10620,63.0,0.0,0.0,0.0,59.0,1.0001
2015-01-14,sewing,2,0.311207464,0.8,51.02,1086.0,4260,27.0,0.0,0.0,0.0,57.0,0.389
2015-01-14,sewing,4,0.600369686,0.6,22.4,816.0,5100,23.0,0.0,0.0,0.0,57.0,1.0006
2015-01-14,sewing,5,0.700095563,0.7,20.79,965.0,7320,0.0,0.0,0.0,0.0,58.0,1.0001
2015-01-14,sewing,6,0.800246753,0.8,11.61,972.0,5670,38.0,0.0,0.0,0.0,31.5,1.0003
2015-01-14,sewing,7,0.900144811,0.8,25.9,1150.0,10170,70.0,0.0,0.0,0.0,56.5,1.1252
2015-01-14,sewing,8,0.850136766,0.8,25.9,1218.0,10170,60.0,0.0,0.0,0.0,56.5,1.0627
2015-01-14,sewing,9,0.850502311,0.8,26.16,1232.0,10620,75.0,0.0,0.0,0.0,59.0,1.0631
2015-01-14,sewing,10,0.499980334,0.5,22.4,947.0,3390,23.0,0.0,0.0,0.0,56.5,1.0
2015-01-14,sewing,11,0.35003125,0.35,14.61,838.0,7200,23.0,0.0,0.0,0.0,55.0,1.0001
2015-01-14,sewing,12,0.800313433,0.8,11.61,1159.0,2970,50.0,0.0,0.0,0.0,31.5,1.0004
2015-01-15,finishing,1,0.884261364,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.1053
2015-01-15,finishing,4,0.988636364,0.35,4.3,1039.0,3600,0.0,0.0,0.0,0.0,20.0,2.8247
2015-01-15,finishing,5,0.860653409,0.65,4.15,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.3241
2015-01-15,finishing,7,0.689299242,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.8616
2015-01-15,finishing,8,0.606912879,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.7586
2015-01-15,finishing,9,0.858143939,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.0727
2015-01-15,finishing,10,0.953110048,0.8,3.94,1039.0,3420,0.0,0.0,0.0,0.0,19.0,1.1914
2015-01-15,sewing,1,0.850502311,0.8,26.16,1160.0,10620,75.0,0.0,0.0,0.0,59.0,1.0631
2015-01-15,sewing,2,0.499998888,0.5,22.94,1044.0,9810,23.0,0.0,0.0,0.0,54.5,1.0
2015-01-15,sewing,3,0.660683293,0.5,22.52,1102.0,10170,30.0,0.0,0.0,0.0,56.5,1.3214
2015-01-15,sewing,4,0.650130952,0.65,22.52,872.0,10080,26.0,0.0,0.0,0.0,56.0,1.0002
2015-01-15,sewing,5,0.700060345,0.7,20.79,391.0,10440,0.0,0.0,0.0,0.0,58.0,1.0001
2015-01-15,sewing,6,0.80003139,0.8,11.61,1084.0,4950,38.0,0.0,0.0,0.0,31.5,1.0
2015-01-15,sewing,7,0.850136766,0.8,25.9,1281.0,10170,60.0,0.0,0.0,0.0,56.5,1.0627
2015-01-15,sewing,8,0.850415628,0.8,25.9,1177.0,8970,60.0,0.0,0.0,0.0,56.5,1.063
2015-01-15,sewing,9,0.800117103,0.8,26.16,1369.0,10620,63.0,0.0,0.0,0.0,59.0,1.0001
2015-01-15,sewing,10,0.600291767,0.6,22.52,1076.0,10170,23.0,0.0,0.0,0.0,56.5,1.0005
2015-01-15,sewing,11,0.500025069,0.5,14.89,917.0,9900,30.0,0.0,0.0,0.0,55.0,1.0001
2015-01-15,sewing,12,0.80003139,0.8,11.61,1216.0,4950,50.0,0.0,0.0,0.0,31.5,1.0
2015-01-17,finishing,1,0.884261364,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.1053
2015-01-17,finishing,2,0.980909091,0.8,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.2261
2015-01-17,finishing,5,0.98719697,0.65,4.15,1039.0,2700,0.0,0.0,0.0,0.0,15.0,1.5188
2015-01-17,finishing,6,0.465757576,0.8,2.9,1039.0,900,0.0,0.0,0.0,0.0,5.0,0.5822
2015-01-17,finishing,7,0.661837121,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.8273
2015-01-17,finishing,8,0.675568182,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.8445
2015-01-17,finishing,9,0.82680303,0.8,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.0335
2015-01-17,finishing,10,0.974621212,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.2183
2015-01-17,finishing,11,0.313852814,0.8,4.15,1039.0,1260,0.0,0.0,0.0,0.0,7.0,0.3923
2015-01-17,sewing,1,0.800117103,0.8,48.68,171.0,10620,63.0,0.0,0.0,0.0,59.0,1.0001
2015-01-17,sewing,2,0.77011398,0.6,22.94,865.0,6570,23.0,0.0,0.0,0.0,56.5,1.2835
2015-01-17,sewing,3,0.600291767,0.6,22.52,1140.0,10170,30.0,0.0,0.0,0.0,56.5,1.0005
2015-01-17,sewing,4,0.7005417,0.7,22.52,825.0,10170,50.0,0.0,0.0,0.0,56.5,1.0008
2015-01-17,sewing,5,0.452012539,0.7,41.19,1052.0,10440,21.0,0.0,0.0,0.0,58.0,0.6457
2015-01-17,sewing,6,0.800343766,0.8,11.41,1067.0,5490,63.0,0.0,0.0,0.0,30.5,1.0004
2015-01-17,sewing,7,0.800128721,0.8,25.9,1396.0,10170,50.0,0.0,0.0,0.0,56.5,1.0002
2015-01-17,sewing,8,0.800128721,0.8,25.9,1292.0,10170,50.0,0.0,0.0,0.0,56.5,1.0002
2015-01-17,sewing,9,0.800117103,0.8,26.16,1128.0,10620,63.0,0.0,0.0,0.0,59.0,1.0001
2015-01-17,sewing,10,0.650198653,0.65,22.52,1163.0,9720,35.0,0.0,0.0,0.0,54.0,1.0003
2015-01-17,sewing,11,0.600273268,0.6,14.89,1027.0,10080,38.0,0.0,0.0,0.0,56.0,1.0005
2015-01-17,sewing,12,0.800246753,0.8,11.61,1039.0,5670,63.0,0.0,0.0,0.0,31.5,1.0003
2015-01-18,finishing,5,0.852793561,0.6,4.15,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.4213
2015-01-18,finishing,6,0.804848485,0.8,2.9,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.0061
2015-01-18,finishing,7,0.692045455,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.8651
2015-01-18,finishing,8,0.639867424,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.7998
2015-01-18,finishing,9,0.582045455,0.8,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,0.7276
2015-01-18,finishing,10,0.235795455,0.7,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.3369
2015-01-18,finishing,11,0.838383838,0.65,4.15,1039.0,2160,0.0,0.0,0.0,0.0,12.0,1.2898
2015-01-18,sewing,1,0.403242161,0.8,49.1,1381.0,10350,24.0,0.0,0.0,0.0,57.5,0.5041
2015-01-18,sewing,2,0.650243497,0.65,22.94,1025.0,10170,26.0,0.0,0.0,0.0,56.5,1.0004
2015-01-18,sewing,3,0.650416734,0.65,22.52,1138.0,10170,35.0,0.0,0.0,0.0,56.5,1.0006
2015-01-18,sewing,4,0.7005417,0.7,22.52,882.0,10170,50.0,0.0,0.0,0.0,56.5,1.0008
2015-01-18,sewing,5,0.600062696,0.6,20.4,1031.0,10440,30.0,0.0,0.0,0.0,58.0,1.0001
2015-01-18,sewing,6,0.800343766,0.8,11.41,1140.0,5490,63.0,0.0,0.0,0.0,30.5,1.0004
2015-01-18,sewing,7,0.800128721,0.8,48.84,624.0,10170,50.0,0.0,0.0,0.0,56.5,1.0002
2015-01-18,sewing,8,0.800128721,0.8,25.9,1288.0,10170,38.0,0.0,0.0,0.0,56.5,1.0002
2015-01-18,sewing,9,0.800015009,0.8,26.16,1381.0,3660,50.0,0.0,0.0,0.0,59.0,1.0
2015-01-18,sewing,10,0.700094156,0.7,22.52,1002.0,10080,40.0,0.0,0.0,0.0,56.0,1.0001
2015-01-18,sewing,11,0.650299575,0.65,14.89,1140.0,10260,44.0,0.0,0.0,0.0,57.0,1.0005
2015-01-18,sewing,12,0.662255892,0.8,26.87,585.0,5670,56.0,0.0,0.0,0.0,31.5,0.8278
2015-01-19,finishing,4,0.977272727,0.7,4.3,1039.0,5040,0.0,0.0,0.0,0.0,28.0,1.3961
2015-01-19,finishing,5,0.958901515,0.65,4.15,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.4752
2015-01-19,finishing,8,0.683806818,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.8548
2015-01-19,finishing,9,0.964106061,0.8,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.2051
2015-01-19,finishing,10,0.538399621,0.7,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.7691
2015-01-19,finishing,11,0.409545455,0.7,4.15,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.5851
2015-01-19,finishing,12,0.793844697,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.9923
2015-01-19,sewing,1,0.549969429,0.5,22.94,1492.0,10170,30.0,0.0,0.0,0.0,56.5,1.0999
2015-01-19,sewing,2,0.750517565,0.7,22.94,1006.0,10170,38.0,0.0,0.0,0.0,56.5,1.0722
2015-01-19,sewing,3,0.750062751,0.7,22.52,1095.0,10170,50.0,0.0,0.0,0.0,56.5,1.0715
2015-01-19,sewing,4,0.750068049,0.7,22.52,930.0,10260,63.0,0.0,0.0,0.0,57.0,1.0715
2015-01-19,sewing,5,0.650066445,0.65,20.4,1255.0,8280,35.0,0.0,0.0,0.0,58.0,1.0001
2015-01-19,sewing,6,0.800358775,0.8,11.41,1028.0,4380,50.0,0.0,0.0,0.0,31.0,1.0004
2015-01-19,sewing,7,0.576460393,0.8,48.84,1040.0,10260,30.0,0.0,0.0,0.0,57.0,0.7206
2015-01-19,sewing,8,0.800162602,0.8,25.9,1380.0,3630,50.0,0.0,0.0,0.0,56.5,1.0002
2015-01-19,sewing,9,0.800117103,0.8,26.16,1196.0,10620,63.0,0.0,0.0,0.0,59.0,1.0001
2015-01-19,sewing,10,0.750057359,0.7,22.52,938.0,10080,63.0,0.0,0.0,0.0,56.0,1.0715
2015-01-19,sewing,11,0.700170388,0.7,14.89,1484.0,10260,50.0,0.0,0.0,0.0,57.0,1.0002
2015-01-19,sewing,12,0.35021836,0.35,15.26,1111.0,6120,23.0,0.0,0.0,0.0,34.0,1.0006
2015-01-20,finishing,5,1.0,0.7,4.15,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.4286
2015-01-20,finishing,8,0.639867424,0.8,2.9,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.7998
2015-01-20,finishing,9,0.72830303,0.8,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,0.9104
2015-01-20,finishing,11,0.362666667,0.7,4.15,1039.0,2700,0.0,0.0,0.0,0.0,15.0,0.5181
2015-01-20,sewing,2,0.750031898,0.7,22.94,1363.0,10260,50.0,0.0,0.0,0.0,57.0,1.0715
2015-01-20,sewing,3,0.750037968,0.7,22.52,1134.0,8460,50.0,0.0,0.0,0.0,57.0,1.0715
2015-01-20,sewing,4,0.750068049,0.7,22.52,983.0,10260,63.0,0.0,0.0,0.0,57.0,1.0715
2015-01-20,sewing,5,0.700063796,0.7,20.4,1352.0,10260,50.0,0.0,0.0,0.0,57.0,1.0001
2015-01-20,sewing,6,0.800261486,0.8,11.41,1047.0,5580,63.0,0.0,0.0,0.0,31.0,1.0003
2015-01-20,sewing,7,0.400332792,0.35,22.94,1450.0,10080,30.0,0.0,0.0,0.0,56.0,1.1438
2015-01-20,sewing,8,0.800128721,0.8,25.9,1434.0,10170,50.0,0.0,0.0,0.0,56.5,1.0002
2015-01-20,sewing,9,0.800117103,0.8,26.16,399.0,10620,63.0,0.0,0.0,0.0,59.0,1.0001
2015-01-20,sewing,10,0.750057359,0.7,22.52,1108.0,10080,63.0,0.0,0.0,0.0,56.0,1.0715
2015-01-20,sewing,11,0.700170388,0.7,14.89,1501.0,10260,50.0,0.0,0.0,0.0,57.0,1.0002
2015-01-20,sewing,12,0.500290419,0.5,15.26,1352.0,3720,23.0,0.0,0.0,0.0,34.0,1.0006
2015-01-21,finishing,1,0.505128205,0.65,3.94,1039.0,2400,0.0,0.0,0.0,0.0,8.0,0.7771
2015-01-21,finishing,2,0.912202112,0.7,3.94,1039.0,5100,0.0,0.0,0.0,0.0,17.0,1.3031
2015-01-21,finishing,4,0.978525641,0.75,4.3,1039.0,6000,0.0,0.0,0.0,0.0,20.0,1.3047
2015-01-21,finishing,5,0.758173077,0.7,4.15,1039.0,2400,0.0,0.0,0.0,0.0,8.0,1.0831
2015-01-21,finishing,8,0.594871795,0.8,2.9,1039.0,2400,0.0,0.0,0.0,0.0,8.0,0.7436
2015-01-21,finishing,9,0.827147436,0.8,3.94,1039.0,2400,0.0,0.0,0.0,0.0,8.0,1.0339
2015-01-21,finishing,11,0.470769231,0.7,4.15,1039.0,2700,0.0,0.0,0.0,0.0,9.0,0.6725
2015-01-21,sewing,1,0.700029771,0.65,22.94,1595.0,10260,34.0,0.0,0.0,0.0,57.0,1.077
2015-01-21,sewing,2,0.800415742,0.7,22.94,1422.0,10500,60.0,0.0,0.0,0.0,57.0,1.1435
2015-01-21,sewing,3,0.750068049,0.7,22.52,1139.0,10260,63.0,0.0,0.0,0.0,57.0,1.0715
2015-01-21,sewing,4,0.900556277,0.75,22.52,825.0,10080,94.0,0.0,0.0,0.0,56.0,1.2007
2015-01-21,sewing,5,0.750344828,0.7,20.4,1404.0,10440,50.0,0.0,0.0,0.0,58.0,1.0719
2015-01-21,sewing,6,0.850410511,0.8,11.61,916.0,5760,75.0,0.0,0.0,0.0,89.0,1.063
2015-01-21,sewing,7,0.500241342,0.5,22.52,1720.0,10080,23.0,0.0,0.0,0.0,56.0,1.0005
2015-01-21,sewing,8,0.800436542,0.8,25.9,562.0,7470,38.0,0.0,0.0,0.0,56.5,1.0005
2015-01-21,sewing,9,0.520237649,0.8,54.56,757.0,4140,29.0,0.0,0.0,0.0,58.0,0.6503
2015-01-21,sewing,10,0.800020563,0.7,22.52,1206.0,10080,75.0,0.0,0.0,0.0,56.0,1.1429
2015-01-21,sewing,11,0.700170388,0.7,14.89,1735.0,10260,50.0,0.0,0.0,0.0,57.0,1.0002
2015-01-21,sewing,12,0.60017284,0.6,15.26,1245.0,6360,23.0,0.0,0.0,0.0,34.0,1.0003
2015-01-22,finishing,1,0.649662222,0.7,3.94,1039.0,15000,0.0,0.0,0.0,0.0,25.0,0.9281
2015-01-22,finishing,2,0.649662222,0.7,3.94,1039.0,15000,0.0,0.0,0.0,0.0,25.0,0.9281
2015-01-22,finishing,3,0.460578704,0.7,3.94,1039.0,12000,0.0,0.0,0.0,0.0,20.0,0.658
2015-01-22,finishing,4,0.670216049,0.75,4.3,1039.0,9000,0.0,0.0,0.0,0.0,15.0,0.8936
2015-01-22,finishing,5,0.742901235,0.7,4.15,1039.0,9000,0.0,0.0,0.0,0.0,15.0,1.0613
2015-01-22,finishing,6,0.626822917,0.8,2.9,1039.0,4800,0.0,0.0,0.0,0.0,8.0,0.7835
2015-01-22,finishing,7,0.957638889,0.6,3.94,1039.0,6000,0.0,0.0,0.0,0.0,10.0,1.5961
2015-01-22,finishing,8,0.397743056,0.8,2.9,1039.0,4800,0.0,0.0,0.0,0.0,8.0,0.4972
2015-01-22,finishing,10,0.940701058,0.75,3.94,1039.0,8400,0.0,0.0,0.0,0.0,14.0,1.2543
2015-01-22,finishing,12,0.327407407,0.6,4.08,1039.0,5400,0.0,0.0,0.0,0.0,9.0,0.5457
2015-01-22,sewing,1,0.750162367,0.7,22.94,1384.0,12180,63.0,0.0,0.0,0.0,57.0,1.0717
2015-01-22,sewing,2,0.800302791,0.7,22.94,1510.0,10620,60.0,0.0,0.0,0.0,57.0,1.1433
2015-01-22,sewing,3,0.750068049,0.7,22.52,1244.0,10260,63.0,0.0,0.0,0.0,57.0,1.0715
2015-01-22,sewing,4,0.849983766,0.75,22.52,759.0,10080,81.0,0.0,0.0,0.0,56.0,1.1333
2015-01-22,sewing,5,0.700250784,0.7,20.4,1480.0,10440,40.0,0.0,0.0,0.0,58.0,1.0004
2015-01-22,sewing,6,0.800191989,0.8,11.61,955.0,6360,63.0,0.0,0.0,0.0,32.0,1.0002
2015-01-22,sewing,7,0.60041361,0.6,22.52,1859.0,10260,23.0,0.0,0.0,0.0,57.0,1.0007
2015-01-22,sewing,8,0.555500132,0.8,40.99,980.0,10770,30.0,0.0,0.0,0.0,56.5,0.6944
2015-01-22,sewing,9,0.500547544,0.5,29.12,970.0,10440,30.0,0.0,0.0,0.0,58.0,1.0011
2015-01-22,sewing,10,0.800020563,0.75,22.52,1328.0,10080,55.0,0.0,0.0,0.0,56.0,1.0667
2015-01-22,sewing,11,0.700170388,0.7,14.89,1863.0,10260,50.0,0.0,0.0,0.0,57.0,1.0002
2015-01-22,sewing,12,0.600436426,0.6,15.26,1492.0,6960,23.0,0.0,0.0,0.0,34.0,1.0007
2015-01-24,finishing,1,0.578314394,0.7,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.8262
2015-01-24,finishing,2,0.578314394,0.75,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.7711
2015-01-24,finishing,3,0.895454545,0.75,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.1939
2015-01-24,finishing,4,0.651515152,0.75,4.3,1039.0,2160,0.0,0.0,0.0,0.0,12.0,0.8687
2015-01-24,finishing,5,0.966666667,0.7,4.15,1039.0,2700,0.0,0.0,0.0,0.0,15.0,1.381
2015-01-24,finishing,7,0.870580808,0.65,3.94,1039.0,2160,0.0,0.0,0.0,0.0,12.0,1.3394
2015-01-24,finishing,8,0.910521886,0.8,2.9,1039.0,1620,0.0,0.0,0.0,0.0,9.0,1.1382
2015-01-24,finishing,9,0.261174242,0.6,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.4353
2015-01-24,finishing,10,0.937242424,0.75,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.2497
2015-01-24,finishing,11,0.896022727,0.75,4.15,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.1947
2015-01-24,finishing,12,0.858585859,0.7,4.08,1039.0,1620,0.0,0.0,0.0,0.0,9.0,1.2266
2015-01-24,sewing,1,0.800643806,0.7,22.94,1472.0,10260,75.0,0.0,0.0,0.0,57.0,1.1438
2015-01-24,sewing,2,0.90064806,0.75,22.94,1606.0,10260,94.0,0.0,0.0,0.0,57.0,1.2009
2015-01-24,sewing,3,0.80035194,0.75,22.52,1266.0,10260,69.0,0.0,0.0,0.0,57.0,1.0671
2015-01-24,sewing,4,0.900321106,0.75,22.52,727.0,10260,94.0,0.0,0.0,0.0,57.0,1.2004
2015-01-24,sewing,5,0.700250784,0.7,20.4,1382.0,10440,50.0,0.0,0.0,0.0,58.0,1.0004
2015-01-24,sewing,6,0.800537143,0.8,11.61,1009.0,5640,63.0,0.0,0.0,0.0,32.0,1.0007
2015-01-24,sewing,7,0.650416734,0.65,22.52,1295.0,10170,26.0,0.0,0.0,0.0,56.5,1.0006
2015-01-24,sewing,8,0.34998951,0.35,15.09,1448.0,9360,23.0,0.0,0.0,0.0,52.0,1.0
2015-01-24,sewing,9,0.600125217,0.6,29.12,925.0,6660,23.0,0.0,0.0,0.0,58.0,1.0002
2015-01-24,sewing,10,0.80062987,0.75,22.52,1332.0,10080,69.0,0.0,0.0,0.0,56.0,1.0675
2015-01-24,sewing,11,0.750041201,0.75,42.97,1282.0,10260,56.0,0.0,0.0,0.0,57.0,1.0001
2015-01-24,sewing,12,0.750079323,0.75,15.26,1316.0,6120,40.0,0.0,0.0,0.0,34.0,1.0001
2015-01-25,finishing,1,0.970075758,0.7,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.3858
2015-01-25,finishing,2,0.970075758,0.75,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,1.2934
2015-01-25,finishing,3,0.961784512,0.75,3.94,1039.0,1620,0.0,0.0,0.0,0.0,9.0,1.2824
2015-01-25,finishing,4,0.952020202,0.75,4.3,1039.0,2160,0.0,0.0,0.0,0.0,12.0,1.2694
2015-01-25,finishing,5,0.973796791,0.7,4.15,1039.0,3060,0.0,0.0,0.0,0.0,17.0,1.3911
2015-01-25,finishing,7,0.749188312,0.65,3.94,1039.0,2520,0.0,0.0,0.0,0.0,14.0,1.1526
2015-01-25,finishing,8,0.329545455,0.8,2.9,1039.0,720,0.0,0.0,0.0,0.0,4.0,0.4119
2015-01-25,finishing,10,0.955151515,0.75,3.94,1039.0,3420,0.0,0.0,0.0,0.0,19.0,1.2735
2015-01-25,finishing,12,0.618181818,0.7,4.08,1039.0,1620,0.0,0.0,0.0,0.0,9.0,0.8831
2015-01-25,sewing,1,0.800909609,0.7,22.94,1682.0,10530,75.0,0.0,0.0,0.0,58.5,1.1442
2015-01-25,sewing,2,0.850223776,0.75,22.94,1636.0,10530,81.0,0.0,0.0,0.0,58.5,1.1336
2015-01-25,sewing,3,0.800513307,0.75,22.52,1495.0,10350,55.0,0.0,0.0,0.0,57.5,1.0674
2015-01-25,sewing,4,0.900321106,0.75,22.52,867.0,10260,94.0,0.0,0.0,0.0,57.0,1.2004
2015-01-25,sewing,5,0.700250784,0.7,20.4,1217.0,10440,50.0,0.0,0.0,0.0,58.0,1.0004
2015-01-25,sewing,6,0.800386364,0.8,11.61,1181.0,5760,63.0,0.0,0.0,0.0,32.0,1.0005
2015-01-25,sewing,7,0.7005417,0.7,22.52,360.0,10170,40.0,0.0,0.0,0.0,56.5,1.0008
2015-01-25,sewing,8,0.500061916,0.5,15.09,1557.0,720,23.0,0.0,0.0,0.0,52.0,1.0001
2015-01-25,sewing,9,0.650407524,0.65,29.12,1086.0,10440,26.0,0.0,0.0,0.0,58.0,1.0006
2015-01-25,sewing,10,0.800020563,0.75,22.52,1413.0,10080,69.0,0.0,0.0,0.0,56.0,1.0667
2015-01-25,sewing,11,0.59114168,0.75,42.97,532.0,10260,40.0,0.0,0.0,0.0,57.0,0.7882
2015-01-25,sewing,12,0.70043672,0.7,15.26,1296.0,6120,40.0,0.0,0.0,0.0,34.0,1.0006
2015-01-26,finishing,1,0.910378788,0.7,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.3005
2015-01-26,finishing,2,0.910378788,0.75,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.2138
2015-01-26,finishing,3,1.0,0.75,3.94,1039.0,1800,0.0,0.0,0.0,0.0,10.0,1.3333
2015-01-26,finishing,4,0.963699495,0.75,4.3,1039.0,2160,0.0,0.0,0.0,0.0,12.0,1.2849
2015-01-26,finishing,5,0.959191919,0.7,4.15,1039.0,2700,0.0,0.0,0.0,0.0,15.0,1.3703
2015-01-26,finishing,7,0.646306818,0.65,3.94,1039.0,1440,0.0,0.0,0.0,0.0,8.0,0.9943
2015-01-26,finishing,10,0.997792208,0.75,3.94,1039.0,3780,0.0,0.0,0.0,0.0,21.0,1.3304
2015-01-26,finishing,12,0.769292929,0.7,4.08,1039.0,1620,0.0,0.0,0.0,0.0,9.0,1.099
2015-01-26,sewing,1,0.800023511,0.7,22.94,1745.0,10440,60.0,0.0,0.0,0.0,58.0,1.1429
2015-01-26,sewing,2,0.800034024,0.75,22.94,1764.0,10260,55.0,0.0,0.0,0.0,57.0,1.0667
2015-01-26,sewing,3,0.80035194,0.75,22.52,1584.0,10260,69.0,0.0,0.0,0.0,57.0,1.0671
2015-01-26,sewing,4,0.850312684,0.8,22.52,1016.0,10170,60.0,0.0,0.0,0.0,56.5,1.0629
2015-01-26,sewing,5,0.750031447,0.75,20.4,1118.0,10320,56.0,0.0,0.0,0.0,58.0,1.0
2015-01-26,sewing,6,0.800386364,0.8,11.61,1072.0,5760,50.0,0.0,0.0,0.0,32.0,1.0005
2015-01-26,sewing,8,0.600143365,0.6,15.09,1519.0,360,23.0,0.0,0.0,0.0,52.0,1.0002
2015-01-26,sewing,9,0.70061442,0.7,29.12,1143.0,10440,40.0,0.0,0.0,0.0,58.0,1.0009
2015-01-26,sewing,10,0.800020563,0.75,22.52,1250.0,10080,55.0,0.0,0.0,0.0,56.0,1.0667
2015-01-26,sewing,11,0.350066986,0.35,28.08,749.0,10260,23.0,0.0,0.0,0.0,57.0,1.0002
2015-01-26,sewing,12,0.70043672,0.7,15.26,1337.0,6120,40.0,0.0,0.0,0.0,34.0,1.0006
2015-01-27,finishing,1,0.77815,0.75,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.0375
2015-01-27,finishing,2,0.788,0.75,3.94,1039.0,1200,0.0,0.0,0.0,0.0,10.0,1.0507
2015-01-27,finishing,3,0.861875,0.75,3.94,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.1492
2015-01-27,finishing,4,0.940625,0.8,4.3,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.1758
2015-01-27,finishing,5,0.926388889,0.5,4.15,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.8528
2015-01-27,finishing,6,0.6225,0.8,2.9,1039.0,960,0.0,0.0,0.0,0.0,8.0,0.7781
2015-01-27,finishing,7,0.803541667,0.5,4.15,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.6071
2015-01-27,finishing,8,0.845458333,0.65,3.94,1039.0,960,0.0,0.0,0.0,0.0,8.0,1.3007
2015-01-27,finishing,10,0.979527778,0.8,3.94,1039.0,1440,0.0,0.0,0.0,0.0,12.0,1.2244
2015-01-27,finishing,12,0.823555556,0.7,4.15,1039.0,1080,0.0,0.0,0.0,0.0,9.0,1.1765
